Date	Temperature	Humidity	Wind.speed	Visibility	Dew.point.temperature
2017-12-24	1.9	82	4.3	699	-0.8
2017-12-24	1.1	68	4.4	695	-4.1
2017-12-24	0.6	67	3.3	506	-4.8
2017-12-24	0.4	69	3.5	477	-4.6
2017-12-24	0.2	69	2.7	565	-4.8
2017-12-24	0	63	3.2	884	-6.2
2017-12-25	-0.6	64	2.4	1010	-6.5
2017-12-25	-1.2	57	4.3	1429	-8.6
2017-12-25	-1.8	53	4.1	1825	-10.1
2017-12-25	-2.3	52	3.4	1947	-10.8
2017-12-25	-3	51	3.2	2000	-11.7
2017-12-25	-3.7	51	2.6	2000	-12.3
2017-12-25	-4.1	50	3	2000	-13
2017-12-25	-4.6	46	2.8	2000	-14.4
2017-12-25	-4.9	44	3	2000	-15.3
2017-12-25	-4.6	40	3.5	2000	-16.1
2017-12-25	-3.7	35	3.7	1937	-16.9
2017-12-25	-2.8	35	2.9	1984	-16.1
2017-12-25	-1.6	33	2.5	1874	-15.8
2017-12-25	-1.5	33	3.8	2000	-15.7
2017-12-25	-0.4	31	2	2000	-15.5
2017-12-25	0.4	28	2.5	2000	-16
2017-12-25	0.4	27	2	2000	-16.4
2017-12-25	-0.7	29	2	2000	-16.5
2017-12-25	-1.6	33	2	2000	-15.8
2017-12-25	-1.8	41	2.1	2000	-13.3
2017-12-25	-2.1	49	1.7	2000	-11.4
2017-12-25	-1.7	51	1.7	2000	-10.5
2017-12-25	-1.3	53	1.7	2000	-9.6
2017-12-25	-1	55	1.9	2000	-8.9
2017-12-26	-1.4	58	1	1880	-8.6
2017-12-26	-1.5	62	1.3	2000	-7.8
2017-12-26	-2.1	69	1	1995	-7
2017-12-26	-2.6	70	1	1992	-7.3
2017-12-26	-2.6	72	1.4	1929	-6.9
2017-12-26	-2.9	77	0.8	1833	-6.3
2017-12-26	-2.8	73	0.7	1906	-6.9
2017-12-26	-2.9	73	1.9	1911	-7
2017-12-26	-2.7	68	2.2	1919	-7.7
2017-12-26	-2.8	52	2.9	1895	-11.3
2017-12-26	-2.2	36	4.1	1930	-15.2
2017-12-26	-2.1	28	4.9	1887	-18.2
2017-12-26	-1.3	23	4	2000	-19.8
2017-12-26	-2	15	4.7	1970	-25.2
2017-12-26	-1.6	20	4.3	2000	-21.6
2017-12-26	-1.9	17	5	2000	-23.7
2017-12-26	-1.9	17	3.3	2000	-23.7
2017-12-26	-3.6	20	3.7	2000	-23.3
2017-12-26	-4.7	23	3.4	2000	-22.7
2017-12-26	-5.4	27	3	2000	-21.5
2017-12-26	-6.1	32	4.7	2000	-20.1
2017-12-26	-6.6	39	3.2	2000	-18.2
2017-12-26	-7.2	38	3.1	2000	-19.1
2017-12-26	-7.5	37	3.1	2000	-19.7
2017-12-27	-7.9	37	2.2	2000	-20
2017-12-27	-8.2	39	1.8	2000	-19.7
2017-12-27	-8.6	37	1.5	2000	-20.7
2017-12-27	-9.1	37	1	2000	-21.1
2017-12-27	-9.1	33	2.3	2000	-22.4
2017-12-27	-9.4	36	1.9	2000	-21.7
2017-12-27	-9.8	37	1.7	2000	-21.7
2017-12-27	-10.1	38	2.3	2000	-21.7
2017-12-27	-10.2	35	1.8	2000	-22.7
2017-12-27	-9.8	33	2	1997	-23
2017-12-27	-8.5	29	2.4	1992	-23.4
2017-12-27	-6.8	28	2.1	1986	-22.3
2017-12-27	-5.5	21	2.1	1941	-24.4
2017-12-27	-4.7	18	3.7	2000	-25.4
2017-12-27	-4	18	2.4	2000	-24.8
2017-12-27	-3.1	16	2.2	2000	-25.4
2017-12-27	-3.2	23	2.7	2000	-21.4
2017-12-27	-4.2	26	2.2	2000	-20.8
2017-12-27	-5.2	32	2.2	2000	-19.3
2017-12-27	-5.5	31	2.1	2000	-19.9
2017-12-27	-5.9	34	0.9	2000	-19.2
2017-12-27	-6.4	34	1.2	2000	-19.7
2017-12-27	-6.4	36	1.3	2000	-19
2017-12-27	-6.3	39	0.9	2000	-18
2017-12-28	-6.5	41	1.7	2000	-17.6
2017-12-28	-6.6	39	1.4	2000	-18.2
2017-12-28	-6.6	34	1.8	2000	-19.8
2017-12-28	-6	32	2.5	2000	-20
2017-12-28	-5.8	32	1.6	2000	-19.8
2017-12-28	-5.7	28	1.2	2000	-21.3
2017-12-28	-5.5	24	0.5	2000	-22.9
2017-12-28	-5	31	0.5	2000	-19.5
2017-12-28	-4.7	30	0.6	2000	-19.6
2017-12-28	-4.3	38	0.7	1877	-16.5
2017-12-28	-3.4	33	1.3	1863	-17.4
2017-12-28	-2.1	34	1	1868	-15.8
2017-12-28	-0.8	38	1	1686	-13.3
2017-12-28	0.8	46	1.4	1598	-9.5
2017-12-28	0.8	55	1.8	1132	-7.2
2017-12-28	NA	57	2.4	1179	-7.1
2017-12-28	0.3	57	2.3	1204	-7.2
2017-12-28	0.2	58	2	1159	-7.1
2017-12-28	-0.6	62	1.6	1129	-6.9
2017-12-28	-0.4	62	0.9	1103	-6.8
2017-12-28	-0.3	62	1.3	1040	-6.7
2017-12-28	-0.2	62	0.6	986	-6.6
2017-12-28	0	63	1.3	968	-6.2
2017-12-28	0.1	63	1.1	1003	-6.1
2017-12-29	0.2	63	0.7	925	-6
2017-12-29	0.3	63	0.7	760	-5.9
2017-12-29	0.5	63	1	691	-5.7
2017-12-29	0.6	NA	0.4	731	-5.4
2017-12-29	0.6	65	0.4	712	-5.2
2017-12-29	0.7	66	0.7	687	-4.9
2017-12-29	0.8	68	0.6	673	-4.4
2017-12-29	0.9	67	0.6	658	-4.5
2017-12-29	1	68	0.6	624	-4.2
2017-12-29	1.2	67	0.2	591	-4.2
2017-12-29	1.9	65	0.3	562	-3.9
2017-12-29	3.1	62	1.1	517	-3.4
2017-12-29	4.3	62	1.6	472	-2.3
2017-12-29	5.2	58	2.5	435	-2.4
2017-12-29	5.7	54	3.5	418	-2.9
2017-12-29	5.7	53	2.7	408	-3.1
2017-12-29	5.4	56	2.2	396	-2.6
2017-12-29	4.5	59	1.6	384	-2.8
2017-12-29	3.6	62	1.4	389	-3
2017-12-29	2.7	68	1.2	348	-2.6
2017-12-29	1.7	73	0.5	332	-2.6
2017-12-29	1	77	1.5	297	-2.5
2017-12-29	0.8	77	1.4	293	-2.7
2017-12-29	0.3	80	0.8	264	-2.7
2017-12-30	-0.4	83	1.2	247	-2.9
2017-12-30	-0.5	83	0.7	244	-3
2017-12-30	-0.9	84	0.6	230	-3.2
2017-12-30	-1.1	83	0.8	237	-3.6
2017-12-30	-1.1	83	0.7	242	-3.6
2017-12-30	-1.2	81	0.8	258	-4
2017-12-30	-1.1	81	1	253	-3.9
2017-12-30	-0.7	79	0.7	259	-3.8
2017-12-30	-0.4	78	0.5	249	-3.7
2017-12-30	0.2	76	1.3	249	-3.5
2017-12-30	0.8	73	0.5	248	-3.4
2017-12-30	2	69	1	257	-3.1
2017-12-30	3.2	64	0.8	258	-2.9
2017-12-30	4	62	1	256	-2.6
2017-12-30	4.3	60	1.2	272	-2.7
2017-12-30	4.3	61	0.7	274	-2.5
2017-12-30	4.1	63	0.7	263	-2.3
2017-12-30	3.8	64	0.9	250	-2.3
2017-12-30	3	84	1.7	137	0.5
2017-12-30	2.3	89	0.6	96	0.6
2017-12-30	1.9	NA	0.9	88	0.4
2017-12-30	1.8	92	1.1	109	0.6
2017-12-30	NA	92	1.2	94	0.6
2017-12-30	1.4	92	1.9	73	0.2
2017-12-31	0.9	95	1.8	63	0.1
2017-12-31	0.5	95	2.1	79	-0.2
2017-12-31	0.4	95	1.7	110	-0.3
2017-12-31	0.3	91	NA	172	-1
2017-12-31	-0.2	87	3.5	246	-2.1
2017-12-31	-0.8	85	2.8	329	-3
2017-12-31	-1.3	84	2.4	425	-3.6
2017-12-31	-1.8	86	1.7	367	-3.8
2017-12-31	-2.1	86	1.4	354	-4.1
2017-12-31	-1.9	82	1.6	410	-4.5
2017-12-31	-0.5	NA	1.7	609	-4.7
2017-12-31	0.8	62	2.8	801	-5.6
2017-12-31	NA	47	4.5	1388	-8.7
2017-12-31	2.5	36	3.7	1578	-11
2017-12-31	3	28	3.8	1956	-13.7
2017-12-31	3.1	25	3.9	2000	-15
2017-12-31	2.7	26	2.7	2000	-14.9
2017-12-31	1.7	30	2.9	2000	-14
2017-12-31	0.7	31	2.3	2000	-14.5
2017-12-31	0	31	2.2	2000	-15.1
2017-12-31	-1	32	0.9	2000	-15.6
2017-12-31	-1.6	35	1	2000	-15.1
2017-12-31	-2.1	36	1.7	2000	-15.2
2017-12-31	-2.6	40	0.6	2000	-14.3
2018-01-01	-3.2	40	0.5	1358	-14.9
2018-01-01	-3.3	41	0.7	2000	-14.7
2018-01-01	-3.7	42	0.9	2000	-14.7
2018-01-01	-4	44	1	2000	-14.4
2018-01-01	-4.2	53	1.1	1994	-12.3
2018-01-01	-4.4	54	0.8	1786	-12.3
2018-01-01	-4.5	51	1.1	2000	-13.1
2018-01-01	-4.7	56	1.1	2000	-12.1
2018-01-01	-5	55	1	2000	-12.6
2018-01-01	-4.3	39	0.7	1973	-16.2
2018-01-01	-1.6	32	0.8	1766	-16.1
2018-01-01	0.1	27	2.2	1874	-16.7
2018-01-01	1.5	20	2.8	1992	-19
2018-01-01	2.4	22	2.3	1921	-17.2
2018-01-01	3.7	24	2.1	1906	-15
2018-01-01	3	27	2.9	1715	-14.2
2018-01-01	3	28	2.5	1864	-13.7
2018-01-01	1.8	33	3.3	1913	-12.8
2018-01-01	0.8	34	1.9	1887	-13.3
2018-01-01	-0.1	39	1.3	1911	-12.4
2018-01-01	-0.3	40	1.2	1936	-12.2
2018-01-01	-0.9	44	1.2	1871	-11.6
2018-01-01	-1.3	48	0.8	1927	-10.9
2018-01-01	-1.6	51	0.7	1882	-10.4
2018-01-02	-1.8	54	1.1	1772	-9.8
2018-01-02	-2.1	56	0.8	1732	-9.7
2018-01-02	-2.3	62	0.9	1560	NA
2018-01-02	-2.5	62	0.4	1626	-8.7
2018-01-02	-2.7	67	0.5	1302	-7.9
2018-01-02	-3.1	67	0.6	1384	-8.3
2018-01-02	-3.2	67	0.4	1409	-8.4
2018-01-02	-3.2	69	0.5	1249	-8
2018-01-02	-3.4	71	0.8	1179	-7.9
2018-01-02	-3.1	66	0.2	1168	-8.5
2018-01-02	-1.4	50	1.9	1355	-10.5
2018-01-02	-0.4	40	2.3	1633	-12.3
2018-01-02	0.9	29	1.9	1761	-15.1
2018-01-02	1.5	23	3.6	1970	-17.4
2018-01-02	1.7	20	4.4	1995	-18.9
2018-01-02	1.5	22	3	1998	-17.9
2018-01-02	NA	23	2.9	2000	-17.6
2018-01-02	0.3	27	2.6	2000	-16.5
2018-01-02	-0.8	24	2.3	2000	-18.9
2018-01-02	-1.3	28	2.4	2000	-17.5
2018-01-02	-1.9	26	2.2	2000	-18.9
2018-01-02	-2.6	28	2	2000	-18.6
2018-01-02	-3.4	33	2.4	2000	-17.4
2018-01-02	-3.8	35	2.3	2000	-17
2018-01-03	-4.3	38	1.4	2000	-16.5
2018-01-03	-5	42	1.2	1993	-15.9
2018-01-03	-5.5	43	2	2000	-16.1
2018-01-03	-6.1	45	1.3	1999	-16.1
2018-01-03	-6.1	NA	2.3	2000	-16.1
2018-01-03	-6.4	47	2.4	1981	-15.8
2018-01-03	-6.7	48	2.4	1991	-15.9
2018-01-03	-6.9	48	2.4	1974	-16
2018-01-03	-7	49	1.5	1971	-15.9
2018-01-03	-6.8	44	1.7	1858	-17
2018-01-03	-5.6	38	2.9	1752	-17.6
2018-01-03	-4.5	36	3.2	1736	-17.3
2018-01-03	-3.4	32	3.1	1706	-17.7
2018-01-03	-2.2	31	2.3	1910	-17
2018-01-03	-1.5	30	2.8	1903	-16.8
2018-01-03	-1.1	29	2.8	1976	-16.9
2018-01-03	-0.4	30	2	2000	-15.9
2018-01-03	-1.9	35	1.8	2000	-15.3
2018-01-03	-3.1	39	2.1	2000	-15.1
2018-01-03	-3.7	41	2	2000	-15
2018-01-03	-3.9	44	2.5	2000	-14.3
2018-01-03	-4.3	47	2.8	1997	-13.9
2018-01-03	-5.2	53	1.3	1969	-13.3
2018-01-03	-5.9	54	0.8	1968	-13.7
2018-01-04	-6.3	54	1.4	1990	-14.1
2018-01-04	NA	56	2.3	1994	-14.2
2018-01-04	-7.3	57	2	1978	-14.3
2018-01-04	-7.4	54	1.7	1968	-15.1
2018-01-04	-7.5	55	1.3	1984	-15
2018-01-04	-7.6	49	1.3	2000	NA
2018-01-04	-7.6	47	2.3	2000	-16.9
2018-01-04	-8.1	51	0.5	1987	-16.4
2018-01-04	-8.6	55	0.6	1984	-16
2018-01-04	-7.9	48	1.2	1926	-17
2018-01-04	-6.4	43	1	1872	-16.9
2018-01-04	-4.4	40	0.8	1671	-16
2018-01-04	-2.9	33	0.9	1813	-16.9
2018-01-04	-2	32	1	1864	-16.5
2018-01-04	-0.8	32	1.4	1846	-15.4
2018-01-04	-1.2	31	0.8	1732	-16.2
2018-01-04	-1.4	34	1.8	1719	-15.2
2018-01-04	-2.1	37	1.4	1591	-14.8
2018-01-04	-2.6	38	1.4	1604	-14.9
2018-01-04	-2.7	39	1.4	1616	-14.7
2018-01-04	-2.8	39	1.7	1702	-14.8
2018-01-04	-3.1	41	2	1742	-14.5
2018-01-04	-3.6	46	1.3	1689	-13.5
2018-01-04	-4	48	1.5	1536	-13.4
2018-01-05	-4.7	52	1.8	1611	-13
2018-01-05	-5.1	51	1.5	1550	-13.6
2018-01-05	-5.3	52	1.6	1481	-13.6
2018-01-05	-5.5	56	1.1	1453	-12.9
2018-01-05	-5.1	55	1.7	1266	-12.7
2018-01-05	-5.1	55	1.5	1452	-12.7
2018-01-05	-5.1	54	1.3	1346	-12.9
2018-01-05	-5.3	53	1.1	1300	-13.4
2018-01-05	-5.3	51	1	1319	-13.8
2018-01-05	-4.7	49	1.2	1550	-13.8
2018-01-05	-3.3	50	1.3	1407	-12.2
2018-01-05	-0.7	45	1.5	1429	-11.1
2018-01-05	-0.3	45	2.2	1066	-10.8
2018-01-05	0.9	43	2	1112	-10.2
2018-01-05	1.4	41	2	1003	-10.4
2018-01-05	1.5	34	2.8	1776	-12.6
2018-01-05	1	34	2.9	2000	-13.1
2018-01-05	NA	45	3.3	1827	-11
2018-01-05	-1.8	44	2.2	1709	-12.4
2018-01-05	-2.5	49	0.6	1436	-11.7
2018-01-05	-3.4	51	1.1	1391	-12.1
2018-01-05	-3.5	53	0.9	1353	-11.7
2018-01-05	-3.8	53	1.3	1300	-12
2018-01-05	-3.6	50	1.9	1284	-12.5
2018-01-06	-4.3	52	1.6	1247	-12.7
2018-01-06	-4.8	54	1.2	1219	-12.7
2018-01-06	NA	56	1.4	1285	-12.9
2018-01-06	-5.6	56	1	1367	-13
2018-01-06	-5.9	61	1.1	1260	-12.2
2018-01-06	-6.1	64	1	1231	-11.8
2018-01-06	-6.5	67	0.7	1175	-11.6
2018-01-06	-6.6	65	1	1320	-12
2018-01-06	-6.5	62	1.1	1503	-12.5
2018-01-06	-5.8	49	1.4	1728	-14.8
2018-01-06	-3.5	39	2	1946	-15.4
2018-01-06	-1.6	35	2.1	1812	-15.1
2018-01-06	0	35	2.3	1672	-13.6
2018-01-06	NA	28	2.4	1895	-15.6
2018-01-06	1.8	29	2	1693	-14.3
2018-01-06	2.3	27	2.2	1877	-14.8
2018-01-06	2.7	27	2.2	1811	-14.4
2018-01-06	1.1	31	1.7	1989	-14.1
2018-01-06	-0.6	37	1.6	1797	-13.5
2018-01-06	-1.2	37	1.2	1663	-14
2018-01-06	-2.1	41	1.1	1578	-13.6
2018-01-06	-2.5	47	0.8	1495	-12.2
2018-01-06	-2.6	47	1.6	1492	-12.3
2018-01-06	-3.2	50	0.8	1429	-12.1
2018-01-07	-3.8	48	0.7	1574	-13.2
2018-01-07	-3.9	51	0.2	1535	-12.5
2018-01-07	-4.4	53	0.3	1594	-12.5
2018-01-07	-4.8	56	0.6	1505	-12.2
2018-01-07	-5.1	60	0.7	1377	-11.6
2018-01-07	-5.6	58	0.7	1350	-12.5
2018-01-07	-5.5	52	0.7	1503	-13.8
2018-01-07	-5.6	58	0.9	1368	-12.5
2018-01-07	-5.3	53	1.1	1411	-13.4
2018-01-07	-3.8	49	1.6	1371	-12.9
2018-01-07	-1.8	40	1.8	1555	-13.6
2018-01-07	0.5	35	1.4	1558	-13.2
2018-01-07	1.1	34	0.9	1455	-13
2018-01-07	1.4	34	0.8	1394	-12.7
2018-01-07	1.9	32	0.7	1368	-13
2018-01-07	2.7	31	0.9	1603	-12.7
2018-01-07	2.6	32	1	1381	-12.4
2018-01-07	2.3	33	0.2	1515	-12.3
2018-01-07	1.8	34	1.2	1518	-12.4
2018-01-07	1.6	35	1	1419	-12.2
2018-01-07	1.3	38	0.4	1386	-11.4
2018-01-07	1.2	39	0.6	1378	-11.2
2018-01-07	1.1	40	0.5	1305	-11
2018-01-07	1.1	39	0.6	1422	-11.3
2018-01-08	0.9	42	1.1	1271	-10.5
2018-01-08	0.9	42	0.2	1333	-10.5
2018-01-08	0.8	42	0.5	1275	-10.6
2018-01-08	0.9	43	0.4	1261	-10.2
2018-01-08	1	43	0.8	1253	-10.2
2018-01-08	0.8	42	1	1394	-10.6
2018-01-08	0.8	45	0.7	1268	-9.8
2018-01-08	0.7	44	0.8	1357	-10.1
2018-01-08	0.7	45	0.7	1339	-9.9
2018-01-08	0.8	47	0.9	1070	-9.2
2018-01-08	1.3	43	0.8	971	-9.9
2018-01-08	1.7	37	0.6	1062	-11.4
2018-01-08	2.7	33	2.7	1281	-12
2018-01-08	3	32	1.6	1518	-12.1
2018-01-08	3.4	31	1.4	1267	-12.1
2018-01-08	3.9	33	1.8	1293	-10.9
2018-01-08	3.5	36	1.7	1702	-10.2
2018-01-08	2.7	50	2.8	1957	-6.7
2018-01-08	1.5	70	2.5	638	-3.3
2018-01-08	0.9	88	1.6	290	-0.8
2018-01-08	1	89	1.9	407	-0.6
2018-01-08	0.7	NA	6.7	692	-2.8
2018-01-08	0.1	68	4.6	740	-5.1
2018-01-08	-0.6	62	4.2	936	-6.9
2018-01-09	-1.2	67	4.6	983	-6.5
2018-01-09	-1.9	69	5	791	-6.8
2018-01-09	-2.9	66	3.3	1515	-8.3
2018-01-09	-3.4	67	3.2	1420	-8.6
2018-01-09	-4.3	59	4.4	1451	-11.1
2018-01-09	-5.1	48	3.2	1821	-14.4
2018-01-09	-5.6	52	3.7	1785	-13.9
2018-01-09	-5.9	57	3.1	1686	-13
2018-01-09	-6	64	3.2	1384	-11.7
2018-01-09	-6	61	2.5	1547	-12.3
2018-01-09	-4.8	57	3	1559	-12
2018-01-09	-3.9	51	4.5	1746	-12.5
2018-01-09	-2.7	45	2.4	1707	-13
2018-01-09	-2.6	45	4	1663	-12.9
2018-01-09	-1.8	45	3.7	1922	-12.1
2018-01-09	-2.4	51	4.6	1458	-11.1
2018-01-09	-2.4	56	3.3	1541	-9.9
2018-01-09	-2.9	66	3.6	743	-8.3
2018-01-09	-3.8	58	1.7	1996	-10.8
2018-01-09	-4.5	57	0.6	2000	-11.7
2018-01-09	-4.9	59	0.6	1992	-11.6
2018-01-09	-4.8	59	0.9	2000	-11.6
2018-01-09	-4.2	67	1.6	503	-9.4
2018-01-09	-4.9	80	0.7	690	-7.8
2018-01-10	-5.2	82	0.8	152	-7.7
2018-01-10	-5.6	75	1.7	1982	-9.3
2018-01-10	-5.7	72	1.2	1925	-9.9
2018-01-10	-6.1	70	1.1	2000	-10.6
2018-01-10	-6.6	72	2.2	2000	-10.8
2018-01-10	-7.3	NA	1.6	2000	-10.9
2018-01-10	-7.7	74	1.1	2000	-11.5
2018-01-10	-8	70	1.8	2000	-12.5
2018-01-10	-7.9	67	2.6	1896	-12.9
2018-01-10	-7.7	62	3.6	1637	-13.7
2018-01-10	-6.9	53	3.2	1576	-14.8
2018-01-10	-6.4	49	4.5	1759	-15.3
2018-01-10	-5.6	44	4.5	1830	-15.9
2018-01-10	-5.1	43	4.7	1901	-15.7
2018-01-10	-5.3	37	5.3	2000	-17.7
2018-01-10	-5.3	33	4.8	2000	-19
2018-01-10	-5.4	30	3.9	2000	-20.2
2018-01-10	-6.5	34	4	2000	-19.8
2018-01-10	-7.8	32	4.5	2000	-21.6
2018-01-10	-8.5	35	2.9	2000	-21.2
2018-01-10	-8.9	41	2.3	2000	-19.7
2018-01-10	-9.4	47	2	2000	-18.6
2018-01-10	-9.7	51	2.8	2000	-17.9
2018-01-10	-10.2	53	3.3	1997	-17.9
2018-01-11	-10.3	54	2.4	1988	-17.8
2018-01-11	-10.6	55	2.9	1987	-17.9
2018-01-11	-10.9	57	2.7	1900	-17.7
2018-01-11	-11.2	59	2.9	1872	-17.6
2018-01-11	-11.5	57	2.3	1899	-18.3
2018-01-11	-11.9	61	1.8	1759	-17.9
2018-01-11	-12	61	2.3	1709	-18
2018-01-11	-12.3	59	2.3	1738	-18.6
2018-01-11	-12.6	61	1.6	1610	-18.5
2018-01-11	-12	53	2.6	1781	-19.6
2018-01-11	-11.1	46	3.7	1638	-20.4
2018-01-11	-10.2	41	3.5	1629	-20.9
2018-01-11	-8.6	40	2.6	1700	-19.8
2018-01-11	-8.6	41	3.4	1593	-19.5
2018-01-11	-7.4	38	3.3	1718	-19.3
2018-01-11	-8.3	42	3.8	1745	-18.9
2018-01-11	-8.2	39	2.8	1807	-19.7
2018-01-11	-9.3	43	2.8	1900	-19.6
2018-01-11	-10.4	43	2.3	1985	-20.6
2018-01-11	-10.9	44	3	2000	-20.7
2018-01-11	-11.6	49	1.8	1953	-20.1
2018-01-11	-12.4	51	2.2	1992	-20.4
2018-01-11	-12.9	52	2.8	2000	-20.7
2018-01-11	-13.2	51	1.5	1972	-21.2
2018-01-12	-13.6	49	1.6	2000	-22
2018-01-12	-13.7	47	3	2000	-22.6
2018-01-12	-13.8	43	2.6	2000	-23.7
2018-01-12	-14.1	45	1.8	2000	-23.4
2018-01-12	-14.3	45	2	2000	-23.6
2018-01-12	-14.6	45	1.1	2000	-23.9
2018-01-12	-14.9	45	2.3	2000	-24.2
2018-01-12	-15.1	45	0.9	2000	-24.4
2018-01-12	-15.1	44	1.2	2000	-24.6
2018-01-12	-14.9	40	1.2	NA	-25.5
2018-01-12	-13	37	2.2	1960	-24.6
2018-01-12	-11.2	31	2.4	1944	-25
2018-01-12	-9.6	27	2	1945	-25.1
2018-01-12	-8.2	29	2	1920	-23.1
2018-01-12	-7.2	28	2.3	1990	-22.6
2018-01-12	-6.5	26	2.4	1987	-22.8
2018-01-12	-5.8	21	1.1	2000	-24.6
2018-01-12	-6.5	22	1.5	2000	-24.7
2018-01-12	-7.5	28	2	2000	-22.9
2018-01-12	-8.2	32	1.1	2000	-22
2018-01-12	-7.9	31	1.4	2000	-22.1
2018-01-12	-7.4	33	1.4	2000	-20.9
2018-01-12	-6.9	39	1.6	2000	-18.5
2018-01-12	-6.7	36	1.3	1821	-19.3
2018-01-13	-6.6	39	1.6	1930	-18.2
2018-01-13	-6.5	45	0.5	1964	-16.4
2018-01-13	-6.4	40	0.9	2000	-17.8
2018-01-13	-6.5	42	0.7	1996	-17.3
2018-01-13	-6.4	46	0.8	1993	-16.1
2018-01-13	-6.3	51	0.8	2000	-14.8
2018-01-13	-6.4	59	0.6	887	-13.1
2018-01-13	-6.5	68	0.6	571	-11.4
2018-01-13	-6.5	72	0.8	670	-10.7
2018-01-13	-6.3	76	0.6	330	-9.8
2018-01-13	-5.5	72	0.7	1354	-9.7
2018-01-13	-4.8	70	1	1244	-9.4
2018-01-13	-3.7	66	1.1	1140	-9.1
2018-01-13	-2.5	62	1.4	1087	-8.7
2018-01-13	-1.8	62	0.7	936	-8.1
2018-01-13	-1.5	62	0.9	957	-7.8
2018-01-13	-1.2	63	0.9	876	-7.3
2018-01-13	-1.4	68	1	761	-6.5
2018-01-13	-2.6	73	1	684	-6.7
2018-01-13	-3.3	76	0.8	633	-6.9
2018-01-13	-3.9	78	1.1	596	-7.1
2018-01-13	-4.1	79	0.7	522	-7.2
2018-01-13	-4.3	81	0.4	435	-7
2018-01-13	-4.4	81	0.7	420	-7.1
2018-01-14	-4.4	81	0.7	414	NA
2018-01-14	-3.7	79	0.9	438	-6.8
2018-01-14	-3.5	78	1	444	-6.7
2018-01-14	-3.6	78	1.6	471	-6.8
2018-01-14	-4	79	1.2	453	-7.1
2018-01-14	-4.2	79	1.2	442	-7.3
2018-01-14	-4.3	79	1.1	433	-7.4
2018-01-14	-4.4	80	1.4	411	-7.3
2018-01-14	-3.8	79	0.8	412	-6.9
2018-01-14	-3.4	77	1.6	432	-6.8
2018-01-14	-2.1	72	1.7	489	-6.4
2018-01-14	-0.5	64	0.7	537	-6.4
2018-01-14	NA	58	0.8	550	-6.1
2018-01-14	3	52	1.4	568	-5.9
2018-01-14	3.7	53	0.6	592	-5
2018-01-14	4.6	50	0.9	824	-4.9
2018-01-14	5.3	49	1.8	982	-4.5
2018-01-14	4.5	51	1.1	1244	-4.7
2018-01-14	4.1	53	1.3	1132	-4.6
2018-01-14	3.9	54	1.1	1102	-4.5
2018-01-14	3.5	55	1	1100	-4.7
2018-01-14	3.1	58	0.4	936	-4.3
2018-01-14	2.8	60	0.6	829	-4.2
2018-01-14	2.7	60	0.6	794	-4.3
2018-01-15	3	60	0.5	842	-4
2018-01-15	3	62	0.9	835	-3.5
2018-01-15	3.6	65	0.9	959	-2.3
2018-01-15	4.4	70	1.7	928	-0.6
2018-01-15	4.9	73	1.8	881	0.4
2018-01-15	5	76	1.9	808	1.1
2018-01-15	4.9	83	3	582	2.2
2018-01-15	4.4	87	1	357	2.4
2018-01-15	4.1	85	1.1	470	NA
2018-01-15	3.9	86	1.7	399	1.7
2018-01-15	4.2	82	2.2	560	1.3
2018-01-15	4.7	75	2.3	533	0.6
2018-01-15	6.2	64	1.9	549	-0.1
2018-01-15	6.1	61	2.3	534	-0.8
2018-01-15	7.1	52	2.1	646	-2.1
2018-01-15	7.4	38	1.7	817	-6
2018-01-15	7.5	37	0.9	813	-6.2
2018-01-15	6.5	40	0.8	804	-6.1
2018-01-15	5.2	44	1.3	647	-6
2018-01-15	4.4	53	1.2	538	-4.3
2018-01-15	NA	58	1.3	474	-3.8
2018-01-15	3.4	59	0.8	471	-3.8
2018-01-15	3	61	1.6	460	-3.8
2018-01-15	2.4	63	0.6	443	-3.9
2018-01-16	1.8	67	1.2	387	-3.6
2018-01-16	1.2	64	0.7	455	-4.8
2018-01-16	0.5	72	0.7	385	-3.9
2018-01-16	0.3	70	0.6	438	-4.5
2018-01-16	0.8	65	0.7	502	-5
2018-01-16	1.1	64	0.5	505	-4.9
2018-01-16	1.2	69	0.6	436	-3.8
2018-01-16	1.1	69	0.6	418	-3.9
2018-01-16	1.2	68	0.6	411	-4
2018-01-16	1.9	65	0.8	402	-3.9
2018-01-16	2.7	NA	0.5	392	-4.3
2018-01-16	3.9	57	0.8	363	-3.8
2018-01-16	5.2	52	1.2	349	-3.8
2018-01-16	5.8	47	0.8	382	-4.6
2018-01-16	6.5	43	0.8	468	-5.2
2018-01-16	6.3	40	0.3	498	-6.3
2018-01-16	5.8	50	0.9	547	-3.8
2018-01-16	5.2	58	0.8	462	-2.4
2018-01-16	4.9	59	1.4	427	-2.4
2018-01-16	4.6	57	1	432	NA
2018-01-16	4.5	58	0.8	383	-3
2018-01-16	4.3	56	0.7	434	-3.7
2018-01-16	4	57	0.3	430	-3.7
2018-01-16	3.9	60	0.9	379	-3.1
2018-01-17	NA	NA	0.4	382	-3.1
2018-01-17	3.3	64	0.4	339	-2.8
2018-01-17	3.1	65	0.8	310	-2.8
2018-01-17	3	67	0.8	297	-2.5
2018-01-17	3	68	0.5	322	-2.3
2018-01-17	2.9	66	0.8	325	-2.8
