Date_Hour;Date;Hour;Temperature;Humidity;Wind_speed;Visibility;Dew_point_temperature;Solar_Radiation;Rainfall;Snowfall
2017-12-12T10:00:00.000Z;2017-12-12;10;-10.5;45;3.3;1855;-20.1;0.6;0;0
2017-12-12T11:00:00.000Z;2017-12-12;11;-9.4;42;3.1;1815;-19.9;0.93;0;0
2017-12-12T12:00:00.000Z;2017-12-12;12;-8.3;35;2.9;1967;-21;1.14;0;0
2017-12-12T13:00:00.000Z;2017-12-12;13;-6.9;37;2.4;1955;-19.1;1.22;0;0
2017-12-12T14:00:00.000Z;2017-12-12;14;-5.4;32;2;1930;-19.5;1.12;0;0
2017-12-12T15:00:00.000Z;2017-12-12;15;-5.8;30;2.8;2000;-20.6;0.92;0;0
2017-12-12T16:00:00.000Z;2017-12-12;16;-6;29;2.8;1983;-21.2;0.58;0;0
2017-12-12T17:00:00.000Z;2017-12-12;17;-7;32;2.6;2000;-20.9;0.19;0;0
2017-12-12T18:00:00.000Z;2017-12-12;18;-7.7;36;1;2000;-20.2;0;0;0
2017-12-12T19:00:00.000Z;2017-12-12;19;-8.2;43;1.1;2000;-18.5;0;0;0
2017-12-12T20:00:00.000Z;2017-12-12;20;-8.4;42;1;2000;-19;0;0;0
2017-12-12T21:00:00.000Z;2017-12-12;21;-8.8;43;1.4;1999;-19.1;0;0;0
2017-12-12T22:00:00.000Z;2017-12-12;22;-9;45;1.3;1999;-18.7;0;0;0
2017-12-12T23:00:00.000Z;2017-12-12;23;-9.3;47;2.1;2000;-18.5;0;0;0
2017-12-13T00:00:00.000Z;2017-12-13;0;-9.5;48;1.3;1996;-18.4;0;0;0
2017-12-13T01:00:00.000Z;2017-12-13;1;-10.2;52;1.6;1997;-18.2;0;0;0
2017-12-13T02:00:00.000Z;2017-12-13;2;-10.4;53;1.8;1949;-18.1;0;0;0
2017-12-13T03:00:00.000Z;2017-12-13;3;-10.9;55;1.8;1913;-18.1;0;0;0
2017-12-13T04:00:00.000Z;2017-12-13;4;-11.4;58;1.3;1907;-18;0;0;0
2017-12-13T05:00:00.000Z;2017-12-13;5;-11.5;58;1.1;1923;-18.1;0;0;0
2017-12-13T06:00:00.000Z;2017-12-13;6;-11.9;57;1.1;1974;-18.7;0;0;0
2017-12-13T07:00:00.000Z;2017-12-13;7;-11.7;53;1.6;1998;-19.3;NA;0;0
2017-12-13T08:00:00.000Z;2017-12-13;8;-11.4;47;3.3;2000;-20.4;0;0;0
2017-12-13T09:00:00.000Z;2017-12-13;9;-11.1;46;3.4;1981;-20.4;0.1;0;0
2017-12-13T10:00:00.000Z;2017-12-13;10;-9.5;39;2.1;1875;-20.9;0.6;0;0
2017-12-13T11:00:00.000Z;2017-12-13;11;-8.1;35;1.8;1806;-20.9;0.96;0;0
2017-12-13T12:00:00.000Z;2017-12-13;12;-6.5;30;2.9;1945;-21.2;1.17;0;0
2017-12-13T13:00:00.000Z;2017-12-13;13;-5.8;28;2.9;1887;-21.4;1.23;0;0
2017-12-13T14:00:00.000Z;2017-12-13;14;-4.7;27;2.9;1883;-20.8;1.12;0;0
2017-12-13T15:00:00.000Z;2017-12-13;15;-4.9;26;3.1;1887;-21.5;0.89;0;0
2017-12-13T16:00:00.000Z;2017-12-13;16;-4.5;26;2.2;2000;-21.1;0.56;0;0
2017-12-13T17:00:00.000Z;2017-12-13;17;-5.6;29;1.7;2000;-20.8;0.18;0;0
2017-12-13T18:00:00.000Z;2017-12-13;18;-6.6;33;1.1;2000;-20.2;0;0;0
2017-12-13T19:00:00.000Z;2017-12-13;19;-6.6;31;1.6;2000;-20.9;0;0;0
2017-12-13T20:00:00.000Z;2017-12-13;20;NA;35;0.8;2000;-20.4;0;0;0
2017-12-13T21:00:00.000Z;2017-12-13;21;-8.3;39;1;2000;-19.8;0;0;0
2017-12-13T22:00:00.000Z;2017-12-13;22;-8.9;39;0.1;2000;-20.3;0;0;0
2017-12-13T23:00:00.000Z;2017-12-13;23;-9.2;44;0.4;1978;-19.2;0;0;0
2017-12-14T00:00:00.000Z;2017-12-14;0;-9.5;50;0.6;1953;NA;0;0;0
2017-12-14T01:00:00.000Z;2017-12-14;1;-9.8;48;0.8;2000;-18.7;0;0;NA
2017-12-14T02:00:00.000Z;2017-12-14;2;-10.6;44;0.8;1903;-20.5;0;0;0
2017-12-14T03:00:00.000Z;2017-12-14;3;NA;48;0.4;1651;-19.6;0;0;0
2017-12-14T04:00:00.000Z;2017-12-14;4;-11;50;0.8;1718;-19.4;0;0;0
2017-12-14T05:00:00.000Z;2017-12-14;5;-10.8;48;0.8;1648;-19.6;0;0;0
2017-12-14T06:00:00.000Z;2017-12-14;6;-11;55;0.8;1541;-18.2;0;0;0
2017-12-14T07:00:00.000Z;2017-12-14;7;-10.9;57;1.1;1387;-17.7;0;0;0
2017-12-14T08:00:00.000Z;2017-12-14;8;-10.4;54;1.1;1432;-17.9;0.01;0;0
2017-12-14T09:00:00.000Z;2017-12-14;9;-9.4;44;0.5;1680;-19.4;0.13;0;0
2017-12-14T10:00:00.000Z;2017-12-14;10;-7.7;43;0.9;1555;-18.1;0.35;0;0
2017-12-14T11:00:00.000Z;2017-12-14;11;-6.1;38;1;1587;-18.1;0.52;0;0
2017-12-14T12:00:00.000Z;2017-12-14;12;-4.9;34;1.3;1768;-18.3;0.6;0;0
2017-12-14T13:00:00.000Z;2017-12-14;13;-3.8;32;0.9;1827;-18.1;0.52;0;0
2017-12-14T14:00:00.000Z;2017-12-14;14;-2.7;28;0.7;1857;-18.7;0.65;0;0
2017-12-14T15:00:00.000Z;2017-12-14;15;-2.5;29;1.1;1667;-18.1;0.48;0;0
2017-12-14T16:00:00.000Z;2017-12-14;16;-2.4;28;0.9;1878;-18.4;0.35;0;0
2017-12-14T17:00:00.000Z;2017-12-14;17;-2.9;31;0.6;1723;-17.7;0.09;0;0
2017-12-14T18:00:00.000Z;2017-12-14;18;-3.5;35;1.1;1414;-16.7;0;0;0
2017-12-14T19:00:00.000Z;2017-12-14;19;-4.2;40;0.9;1216;-15.8;0;0;0
2017-12-14T20:00:00.000Z;2017-12-14;20;-4.8;43;1.1;1397;-15.4;0;0;0
2017-12-14T21:00:00.000Z;2017-12-14;21;-4.8;45;0.8;1351;-14.9;0;0;0
2017-12-14T22:00:00.000Z;2017-12-14;22;-4.9;44;1.1;1369;-15.3;0;0;0
2017-12-14T23:00:00.000Z;2017-12-14;23;-5.6;53;1.2;1290;-13.6;0;0;0
2017-12-15T00:00:00.000Z;2017-12-15;0;-5.7;53;0.6;1262;-13.7;0;0;0
2017-12-15T01:00:00.000Z;2017-12-15;1;-6.3;57;0.4;1148;-13.4;0;0;0
2017-12-15T02:00:00.000Z;2017-12-15;2;-6.8;58;0.4;1089;-13.6;0;0;0
2017-12-15T03:00:00.000Z;2017-12-15;3;-6.9;56;0.5;1111;-14.2;0;0;0
2017-12-15T04:00:00.000Z;2017-12-15;4;-7.1;59;0.8;1058;-13.7;0;0;0
2017-12-15T05:00:00.000Z;2017-12-15;5;-7.5;64;0.9;989;-13.1;0;0;0
2017-12-15T06:00:00.000Z;2017-12-15;6;-7.4;64;0.7;906;-13;0;0;0
2017-12-15T07:00:00.000Z;2017-12-15;7;-7;63;0.6;865;-12.8;0;0;0
2017-12-15T08:00:00.000Z;2017-12-15;8;-6.6;64;1.1;791;-12.2;0;0;0
2017-12-15T09:00:00.000Z;2017-12-15;9;-5.9;60;0.6;691;-12.4;0.09;0;0
2017-12-15T10:00:00.000Z;2017-12-15;10;-4.6;52;0.8;648;-12.9;0.34;0;0
2017-12-15T11:00:00.000Z;2017-12-15;11;-2.9;46;1;809;-12.9;0.42;0;0
2017-12-15T12:00:00.000Z;2017-12-15;12;-2.5;43;0.7;895;-13.3;0.34;0;0
2017-12-15T13:00:00.000Z;2017-12-15;13;-1.6;40;0.3;868;-13.4;0.32;0;0
2017-12-15T14:00:00.000Z;2017-12-15;14;-0.7;39;0.8;826;-12.9;0.35;0;0
2017-12-15T15:00:00.000Z;2017-12-15;15;0.1;35;1.5;946;-13.5;0.42;0;0
2017-12-15T16:00:00.000Z;2017-12-15;16;0;37;0.6;994;-12.9;0.13;0;0
2017-12-15T17:00:00.000Z;2017-12-15;17;-0.2;39;0.8;1016;-12.5;0;0;0
2017-12-15T18:00:00.000Z;2017-12-15;18;0.1;43;0.9;1485;-11;0;0;0
2017-12-15T19:00:00.000Z;2017-12-15;19;0.6;41;1.2;1550;-11.1;0;0;0
2017-12-15T20:00:00.000Z;2017-12-15;20;0.9;42;1.2;1113;-10.5;0;0;0
2017-12-15T21:00:00.000Z;2017-12-15;21;0.7;47;2.7;1283;-9.3;0;0;0
2017-12-15T22:00:00.000Z;2017-12-15;22;-0.1;49;2;870;-9.5;0;0;0
2017-12-15T23:00:00.000Z;2017-12-15;23;-1.3;60;2.5;792;-8;0;0;0
2017-12-16T00:00:00.000Z;2017-12-16;0;-2.6;73;3.4;787;-6.7;0;0;0
2017-12-16T01:00:00.000Z;2017-12-16;1;-3.4;76;2.9;582;-7;0;0;0
2017-12-16T02:00:00.000Z;2017-12-16;2;-4.1;73;2.1;567;-8.2;NA;0;0
2017-12-16T03:00:00.000Z;2017-12-16;3;-4.5;71;1.6;651;-8.9;0;0;0
2017-12-16T04:00:00.000Z;2017-12-16;4;-5;70;2.7;702;-9.6;0;0;0
2017-12-16T05:00:00.000Z;2017-12-16;5;-5.6;72;2;662;-9.8;0;0;0
2017-12-16T06:00:00.000Z;2017-12-16;6;-6.1;69;2.9;765;-10.8;0;0;0
2017-12-16T07:00:00.000Z;2017-12-16;7;-6.7;64;2.1;977;-12.3;0;0;0
2017-12-16T08:00:00.000Z;2017-12-16;8;-7.3;62;2.6;1112;-13.3;0;0;0
2017-12-16T09:00:00.000Z;2017-12-16;9;-7.2;47;2.8;1724;-16.6;0.18;0;0
2017-12-16T10:00:00.000Z;2017-12-16;10;-6.2;42;2.3;1893;-17;0.52;0;0
2017-12-16T11:00:00.000Z;2017-12-16;11;-5.2;30;4;1991;-20.1;0.86;0;0
2017-12-16T12:00:00.000Z;2017-12-16;12;-4.1;28;3.8;1998;-19.9;1.08;0;0
2017-12-16T13:00:00.000Z;2017-12-16;13;-3.7;23;4;1980;-21.8;1.12;0;0
2017-12-16T14:00:00.000Z;2017-12-16;14;-3.4;22;4.3;1966;-22.1;1.07;0;0
2017-12-16T15:00:00.000Z;2017-12-16;15;-3.3;22;5;2000;-22;NA;0;0
2017-12-16T16:00:00.000Z;2017-12-16;16;-3.3;24;3.5;2000;-21;0.54;0;0
2017-12-16T17:00:00.000Z;2017-12-16;17;-4.6;26;2.6;2000;-21.2;0.17;0;0
2017-12-16T18:00:00.000Z;2017-12-16;18;-5.3;28;3.5;2000;-21;0;0;0
2017-12-16T19:00:00.000Z;2017-12-16;19;-6;32;2.4;2000;-20;0;0;0
2017-12-16T20:00:00.000Z;2017-12-16;20;-6.6;37;3.4;2000;-18.9;0;0;0
2017-12-16T21:00:00.000Z;2017-12-16;21;-7.1;39;3.2;2000;-18.7;0;0;0
2017-12-16T22:00:00.000Z;2017-12-16;22;-7.6;41;1.6;2000;NA;0;0;0
2017-12-16T23:00:00.000Z;2017-12-16;23;-8;41;2.2;2000;-18.9;0;0;0
2017-12-17T00:00:00.000Z;2017-12-17;0;-8.1;41;2;2000;-19;0;0;0
2017-12-17T01:00:00.000Z;2017-12-17;1;-8.4;40;1.6;2000;-19.6;0;NA;0
2017-12-17T02:00:00.000Z;2017-12-17;2;-8.7;40;2.8;2000;-19.8;0;0;0
2017-12-17T03:00:00.000Z;2017-12-17;3;-9;40;3.1;2000;-20.1;0;0;0
2017-12-17T04:00:00.000Z;2017-12-17;4;-9.5;40;1.9;2000;-20.6;0;0;0
2017-12-17T05:00:00.000Z;2017-12-17;5;-9.7;41;3.1;2000;-20.5;0;0;0
2017-12-17T06:00:00.000Z;2017-12-17;6;-9.9;42;2.3;2000;-20.4;0;0;0
2017-12-17T07:00:00.000Z;2017-12-17;7;-10.2;42;2.3;2000;-20.6;0;0;0
2017-12-17T08:00:00.000Z;2017-12-17;8;-10.7;43;NA;2000;-20.8;0;0;0
2017-12-17T09:00:00.000Z;2017-12-17;9;-10.5;38;1.1;1950;-22.1;0.19;0;0
2017-12-17T10:00:00.000Z;2017-12-17;10;-8.5;31;1.5;1997;-22.6;0.58;0;0
2017-12-17T11:00:00.000Z;2017-12-17;11;-7.2;29;1.8;1926;-22.2;0.88;0;0
2017-12-17T12:00:00.000Z;2017-12-17;12;-4.9;25;2.6;1966;-21.9;1.08;0;0
2017-12-17T13:00:00.000Z;2017-12-17;13;-4.5;25;3.2;1989;-21.6;1.14;0;0
2017-12-17T14:00:00.000Z;2017-12-17;14;-3.2;26;3.1;1933;-20;1.07;0;0
2017-12-17T15:00:00.000Z;2017-12-17;15;-2.5;28;2;2000;-18.5;0.85;0;0
2017-12-17T16:00:00.000Z;2017-12-17;16;-2.7;31;2.3;2000;-17.5;0.54;0;0
2017-12-17T17:00:00.000Z;2017-12-17;17;-3.8;35;2.4;2000;-17;0.17;0;0
2017-12-17T18:00:00.000Z;2017-12-17;18;-4.7;37;1.8;2000;-17.2;0.01;0;0
2017-12-17T19:00:00.000Z;2017-12-17;19;-5.6;39;1.1;2000;-17.3;0;0;0
2017-12-17T20:00:00.000Z;2017-12-17;20;-6;42;0.8;2000;-16.8;0;0;0
2017-12-17T21:00:00.000Z;2017-12-17;21;-6.5;45;0.7;2000;-16.4;0;0;0
2017-12-17T22:00:00.000Z;2017-12-17;22;-6.6;50;0.6;1990;-15.3;0;0;NA
2017-12-17T23:00:00.000Z;2017-12-17;23;-6.9;53;0.7;2000;-14.8;0;0;0
2017-12-18T00:00:00.000Z;2017-12-18;0;-5.9;50;0.6;2000;-14.6;0;0;0
2017-12-18T01:00:00.000Z;2017-12-18;1;-5.3;48;0.4;1664;-14.6;0;0;0
2017-12-18T02:00:00.000Z;2017-12-18;2;-5;65;0.4;990;-10.5;0;0;0.2
2017-12-18T03:00:00.000Z;2017-12-18;3;-5.3;76;1;767;-8.8;0;0.3;0.5
2017-12-18T04:00:00.000Z;2017-12-18;4;-5.4;81;0.7;270;-8.1;0;0;0.7
2017-12-18T05:00:00.000Z;2017-12-18;5;-5.3;81;0.9;923;-8;0;0;0.8
2017-12-18T06:00:00.000Z;2017-12-18;6;-5.2;85;0.9;271;-7.3;0;0.4;1.3
2017-12-18T07:00:00.000Z;2017-12-18;7;-5;85;0.7;186;-7.1;0;0;1.8
2017-12-18T08:00:00.000Z;2017-12-18;8;-4.6;86;1.2;508;-6.5;0;0;2
2017-12-18T09:00:00.000Z;2017-12-18;9;NA;89;1;59;-5.8;0;1.6;4
2017-12-18T10:00:00.000Z;2017-12-18;10;-3.7;87;1;541;-5.5;0.03;0;4.8
2017-12-18T11:00:00.000Z;2017-12-18;11;-2.9;85;1.2;243;-5;0.06;0;4.8
2017-12-18T12:00:00.000Z;2017-12-18;12;-1.8;83;1.2;351;-4.3;0.09;1.1;5.1
2017-12-18T13:00:00.000Z;2017-12-18;13;-0.9;84;1.2;333;-3.2;0.09;0;5
2017-12-18T14:00:00.000Z;2017-12-18;14;0.5;76;0.9;364;-3.2;0.17;0;4.2
2017-12-18T15:00:00.000Z;2017-12-18;15;1.6;73;0.9;421;-2.7;0.6;0;3.2
2017-12-18T16:00:00.000Z;2017-12-18;16;1.8;76;0.8;410;-1.9;0.47;0;2.7
2017-12-18T17:00:00.000Z;2017-12-18;17;0.4;84;0.8;317;-1.9;0.15;0;2.7
2017-12-18T18:00:00.000Z;2017-12-18;18;0;88;0.6;277;-1.7;0;0;2.7
2017-12-18T19:00:00.000Z;2017-12-18;19;1.3;65;1.1;1122;-4.5;0;0;2.7
2017-12-18T20:00:00.000Z;2017-12-18;20;3.3;65;3.2;1172;-2.6;0;0;2.7
2017-12-18T21:00:00.000Z;2017-12-18;21;2.8;73;2.4;831;-1.5;0;0;2.6
2017-12-18T22:00:00.000Z;2017-12-18;22;1.5;82;2.4;537;-1.2;0;0;2.6
2017-12-18T23:00:00.000Z;2017-12-18;23;0.1;81;2.9;551;-2.7;0;0;2.6
2017-12-19T00:00:00.000Z;2017-12-19;0;-1;73;2.3;881;-5.2;0;0;2.6
2017-12-19T01:00:00.000Z;2017-12-19;1;-2;72;0.8;979;-6.3;0;0;2.6
2017-12-19T02:00:00.000Z;2017-12-19;2;-2.7;72;0.9;990;-7;0;0;2.6
2017-12-19T03:00:00.000Z;2017-12-19;3;-2.8;NA;1.6;1315;-9.9;0;0;2.6
2017-12-19T04:00:00.000Z;2017-12-19;4;-2.9;59;1.8;1286;-9.8;0;0;2.6
2017-12-19T05:00:00.000Z;2017-12-19;5;-3.9;66;0.7;1209;-9.3;0;0;2.6
2017-12-19T06:00:00.000Z;2017-12-19;6;-4.3;70;1.6;1169;-8.9;0;0;2.6
2017-12-19T07:00:00.000Z;2017-12-19;7;-4.4;64;2.8;1367;-10.1;0;0;2.6
2017-12-19T08:00:00.000Z;2017-12-19;8;-5.2;58;2.2;1594;-12.1;0;0;2.5
2017-12-19T09:00:00.000Z;2017-12-19;9;-5.3;48;2.6;1810;-14.6;0.18;0;2.5
2017-12-19T10:00:00.000Z;2017-12-19;10;-4.6;41;2.8;1815;-15.8;0.57;0;2.5
2017-12-19T11:00:00.000Z;2017-12-19;11;-3.5;35;2.2;1742;-16.7;0.87;0;2.5
2017-12-19T12:00:00.000Z;2017-12-19;12;-2.5;31;2.6;1778;-17.3;1.08;0;2.3
2017-12-19T13:00:00.000Z;2017-12-19;13;-2.2;25;3.2;1970;-19.6;1.17;0;2.2
2017-12-19T14:00:00.000Z;2017-12-19;14;-2.2;23;3.7;1971;-20.5;1.09;0;2.2
2017-12-19T15:00:00.000Z;2017-12-19;15;-1.3;26;3;2000;-18.3;0.91;0;2.1
2017-12-19T16:00:00.000Z;2017-12-19;16;-1.8;31;3.1;1993;-16.7;0.56;0;2
2017-12-19T17:00:00.000Z;2017-12-19;17;-2.7;35;1.8;2000;-16;0.18;0;2
2017-12-19T18:00:00.000Z;2017-12-19;18;-3.8;42;3.3;2000;-14.8;0;0;2
2017-12-19T19:00:00.000Z;2017-12-19;19;-4.5;51;2;2000;-13.1;0;0;2
2017-12-19T20:00:00.000Z;2017-12-19;20;-4.9;55;2;2000;-12.5;NA;0;2
2017-12-19T21:00:00.000Z;2017-12-19;21;-5;57;1.9;2000;-12.2;0;0;2
2017-12-19T22:00:00.000Z;2017-12-19;22;NA;56;1.5;2000;-12.9;0;0;2
2017-12-19T23:00:00.000Z;2017-12-19;23;-5.8;57;1.7;2000;-12.9;0;0;2
2017-12-20T00:00:00.000Z;2017-12-20;0;-6.5;63;1.5;1666;-12.3;0;0;2
2017-12-20T01:00:00.000Z;2017-12-20;1;-7.3;67;1.1;1593;-12.3;0;0;2
2017-12-20T02:00:00.000Z;2017-12-20;2;-7.8;68;0.9;1642;-12.6;0;0;2
2017-12-20T03:00:00.000Z;2017-12-20;3;-8.1;70;1.3;1557;-12.6;0;0;2
2017-12-20T04:00:00.000Z;2017-12-20;4;-8.5;73;1;1723;-12.4;0;0;2
2017-12-20T05:00:00.000Z;2017-12-20;5;-8.3;NA;0.9;1566;-13.3;0;0;2
2017-12-20T06:00:00.000Z;2017-12-20;6;-8.2;66;0.9;1718;-13.4;0;0;2
2017-12-20T07:00:00.000Z;2017-12-20;7;-8.1;67;0.9;1737;-13.1;0;0;2
2017-12-20T08:00:00.000Z;2017-12-20;8;NA;65;1.1;1738;-13.2;0;0;2
2017-12-20T09:00:00.000Z;2017-12-20;9;-6.7;62;1.1;1749;-12.7;0.09;0;2
2017-12-20T10:00:00.000Z;2017-12-20;10;-5.4;56;1.1;1751;-12.8;0.28;0;2
2017-12-20T11:00:00.000Z;2017-12-20;11;-4.2;51;1.1;1772;-12.8;0.4;0;1.9
2017-12-20T12:00:00.000Z;2017-12-20;12;-3.2;49;1.3;1723;-12.4;0.53;0;1.9
2017-12-20T13:00:00.000Z;2017-12-20;13;NA;43;1;1777;-12.3;0.8;0;1.7
2017-12-20T14:00:00.000Z;2017-12-20;14;-0.5;44;1;1793;-11.2;0.71;0;1.7
2017-12-20T15:00:00.000Z;2017-12-20;15;-0.2;45;1;1852;-10.7;0.41;0;1.6
2017-12-20T16:00:00.000Z;2017-12-20;16;-0.5;48;1.1;1722;-10.1;0.12;0;1.6
2017-12-20T17:00:00.000Z;2017-12-20;17;-0.9;70;1.1;299;-5.6;0.02;0;2.2
2017-12-20T18:00:00.000Z;2017-12-20;18;-1.4;79;1.6;702;-4.5;0;0.1;2.2
2017-12-20T19:00:00.000Z;2017-12-20;19;-1.5;81;1.8;751;-4.3;0;0;2.2
2017-12-20T20:00:00.000Z;2017-12-20;20;-1.9;86;0.9;700;-3.9;0;0;2.4
2017-12-20T21:00:00.000Z;2017-12-20;21;-2;83;1.2;904;-4.5;0;0.1;2.4
2017-12-20T22:00:00.000Z;2017-12-20;22;-1.6;82;0.4;929;-4.2;0;0;2.3
2017-12-20T23:00:00.000Z;2017-12-20;23;-1.1;87;1.4;349;-2.9;0;0;2.2
2017-12-21T00:00:00.000Z;2017-12-21;0;-1.3;90;2;259;-2.7;0;0;2.2
2017-12-21T01:00:00.000Z;2017-12-21;1;-1.8;90;1.6;263;-3.2;0;0;2.2
2017-12-21T02:00:00.000Z;2017-12-21;2;-2.2;88;1.4;348;-3.9;0;0;2.2
2017-12-21T03:00:00.000Z;2017-12-21;3;-2.9;89;1.3;288;NA;0;0;2.2
2017-12-21T04:00:00.000Z;2017-12-21;4;-3.6;91;1.2;241;-4.8;0;0;2.2
2017-12-21T05:00:00.000Z;2017-12-21;5;-4.3;91;1.5;233;-5.5;0;0;2.2
2017-12-21T06:00:00.000Z;2017-12-21;6;-4.8;91;1.1;266;-6;0;NA;2.2
2017-12-21T07:00:00.000Z;2017-12-21;7;-5.3;90;1.1;311;-6.6;0;0;2.2
2017-12-21T08:00:00.000Z;2017-12-21;8;-5.6;89;0.9;371;-7.1;0;0;2.2
2017-12-21T09:00:00.000Z;2017-12-21;9;-5.3;88;0.4;463;-6.9;0.21;0;2.2
2017-12-21T10:00:00.000Z;2017-12-21;10;-3;71;0.7;608;-7.5;0.67;0;2.1
2017-12-21T11:00:00.000Z;2017-12-21;11;-0.7;62;0.7;519;-7;0.77;NA;2
2017-12-21T12:00:00.000Z;2017-12-21;12;1.9;40;2;1835;-10.3;1.04;0;1.9
2017-12-21T13:00:00.000Z;2017-12-21;13;3.2;42;1.8;1349;-8.5;1.08;0;1.8
2017-12-21T14:00:00.000Z;2017-12-21;14;4.3;47;2.3;953;-6;0.96;0;1.6
2017-12-21T15:00:00.000Z;2017-12-21;15;4.4;46;1.4;1113;-6.2;0.78;0;1
2017-12-21T16:00:00.000Z;2017-12-21;16;4.1;51;1.8;1112;-5.1;0.48;0;0.9
2017-12-21T17:00:00.000Z;2017-12-21;17;2.9;60;1.3;1193;-4.1;0.16;0;0.8
2017-12-21T18:00:00.000Z;2017-12-21;18;1.7;64;1.3;1140;-4.3;0;0;0.8
2017-12-21T19:00:00.000Z;2017-12-21;19;NA;71;0.9;923;-3.8;0;0;0.8
2017-12-21T20:00:00.000Z;2017-12-21;20;NA;72;0.7;990;-4.2;0;0;0.8
2017-12-21T21:00:00.000Z;2017-12-21;21;-0.4;74;0.6;1065;-4.4;0;0;0.8
2017-12-21T22:00:00.000Z;2017-12-21;22;-1.1;78;0.6;865;-4.4;0;0;0.8
2017-12-21T23:00:00.000Z;2017-12-21;23;-1.5;79;0.6;821;-4.6;0;0;0.8
2017-12-22T00:00:00.000Z;2017-12-22;0;-1.7;79;0.5;794;-4.8;0;0;0.8
2017-12-22T01:00:00.000Z;2017-12-22;1;-1.6;79;0.6;784;-4.7;0;0;0.8
2017-12-22T02:00:00.000Z;2017-12-22;2;-1.1;79;0.7;736;-4.2;0;0;0.8
2017-12-22T03:00:00.000Z;2017-12-22;3;-0.6;76;0.5;789;-4.3;0;0;0.7
2017-12-22T04:00:00.000Z;2017-12-22;4;-0.3;76;0.9;760;-4;0;0;0.7
2017-12-22T05:00:00.000Z;2017-12-22;5;-0.2;73;0.8;880;-4.4;0;0;0.7
2017-12-22T06:00:00.000Z;2017-12-22;6;-0.1;71;0.8;895;-4.7;0;0;0.7
2017-12-22T07:00:00.000Z;2017-12-22;7;-0.3;72;0.7;919;-4.7;0;0;0.7
2017-12-22T08:00:00.000Z;2017-12-22;8;-0.4;69;0.5;904;-5.4;0;0;0.7
2017-12-22T09:00:00.000Z;2017-12-22;9;0.3;67;0.7;897;-5.1;0.03;0;0.6
2017-12-22T10:00:00.000Z;2017-12-22;10;1.4;64;1;897;-4.6;0.25;0;0.5
2017-12-22T11:00:00.000Z;2017-12-22;11;3.1;57;0.8;804;-4.6;0.63;0;0
2017-12-22T12:00:00.000Z;2017-12-22;12;4.5;56;0.8;836;-3.5;0.71;0;0
2017-12-22T13:00:00.000Z;2017-12-22;13;5.4;55;1.2;820;-2.9;0.66;0;0
2017-12-22T14:00:00.000Z;2017-12-22;14;5.9;55;0.6;779;-2.4;0.48;0;0
2017-12-22T15:00:00.000Z;2017-12-22;15;6.5;55;0.9;801;-1.9;0.38;0;0
2017-12-22T16:00:00.000Z;2017-12-22;16;6;58;0.7;732;-1.6;0.19;0;0
2017-12-22T17:00:00.000Z;2017-12-22;17;5.4;61;1.3;691;-1.5;0.08;0;0
2017-12-22T18:00:00.000Z;2017-12-22;18;4.9;63;0.6;677;-1.5;0;0;0
2017-12-22T19:00:00.000Z;2017-12-22;19;5.2;64;0.7;691;-1;0;0;0
2017-12-22T20:00:00.000Z;2017-12-22;20;5.9;67;1.3;779;0.2;0;0;0
2017-12-22T21:00:00.000Z;2017-12-22;21;NA;70;2.2;763;1;0;0;0
2017-12-22T22:00:00.000Z;2017-12-22;22;6.1;70;2.7;806;1;0;0;0
2017-12-22T23:00:00.000Z;2017-12-22;23;5.8;74;2.5;832;1.5;0;0;0
2017-12-23T00:00:00.000Z;2017-12-23;0;5.8;75;1.9;788;1.7;0;0;0
2017-12-23T01:00:00.000Z;2017-12-23;1;5.7;75;1.7;706;1.6;0;0;0
2017-12-23T02:00:00.000Z;2017-12-23;2;5.6;76;1.6;641;1.6;0;0;0
2017-12-23T03:00:00.000Z;2017-12-23;3;NA;77;1.6;583;1.6;0;0;0
2017-12-23T04:00:00.000Z;2017-12-23;4;5.3;79;NA;506;1.9;0;0;0
2017-12-23T05:00:00.000Z;2017-12-23;5;5;81;1.2;425;2;0;0;0
2017-12-23T06:00:00.000Z;2017-12-23;6;5.1;81;1.3;375;2.1;0;0;0
2017-12-23T07:00:00.000Z;2017-12-23;7;NA;82;0.7;334;2.2;0;0;0
2017-12-23T08:00:00.000Z;2017-12-23;8;5.1;83;0.9;297;2.4;0;0;0
2017-12-23T09:00:00.000Z;2017-12-23;9;5.2;84;0.7;226;2.7;0.03;0;0
2017-12-23T10:00:00.000Z;2017-12-23;10;5.4;82;1.2;215;2.5;0.13;0;0
2017-12-23T11:00:00.000Z;2017-12-23;11;5.7;81;1.1;192;2.6;0.18;0;0
2017-12-23T12:00:00.000Z;2017-12-23;12;7;72;1.9;246;2.2;0.64;0;0
2017-12-23T13:00:00.000Z;2017-12-23;13;7.7;68;1;249;2.1;0.58;0;0
2017-12-23T14:00:00.000Z;2017-12-23;14;8.6;63;1.6;263;1.9;0.72;0;0
2017-12-23T15:00:00.000Z;2017-12-23;15;8.6;64;1.5;269;2.1;0.57;0;0
2017-12-23T16:00:00.000Z;2017-12-23;16;8.2;64;1;281;1.7;0.32;0;0
2017-12-23T17:00:00.000Z;2017-12-23;17;7.7;67;0.9;264;1.9;0.11;0;0
